# Time-averaged data for fix energy_flux
# TimeStep f_11 f_12
1938000 -22.6188 18.8186
1939000 -23.5151 18.0117
1940000 -23.0442 17.3571
1941000 -22.7926 16.6901
1942000 -23.1289 17.1045
1943000 -22.5923 16.8263
1944000 -22.967 15.4112
1945000 -24.7721 14.3809
1946000 -24.5232 15.1212
1947000 -24.52 14.0017
1948000 -24.7523 14.7167
1949000 -24.3548 15.1056
1950000 -23.6431 15.1864
1951000 -24.5716 13.9918
1952000 -23.8297 13.7638
1953000 -23.4879 13.996
1954000 -23.5627 14.6403
1955000 -22.971 14.2409
1956000 -22.6132 14.6171
1957000 -22.8041 14.5975
1958000 -23.627 14.8529
1959000 -23.3495 15.2294
1960000 -22.4094 16.5513
1961000 -21.9167 15.733
1962000 -22.677 15.1232
1963000 -23.4129 15.6322
1964000 -23.5025 15.603
1965000 -22.7373 15.9839
1966000 -23.412 15.6226
1967000 -23.8885 15.0799
1968000 -24.2895 14.5862
1969000 -24.76 13.7201
1970000 -24.2842 13.8513
1971000 -24.6491 14.262
1972000 -24.5039 14.3808
1973000 -24.3345 14.6546
1974000 -24.0589 14.3412
1975000 -23.3352 14.7045
1976000 -23.5686 14.5035
1977000 -23.5847 14.8031
1978000 -23.3625 15.2894
1979000 -23.5748 15.794
1980000 -24.0337 15.9603
1981000 -25.0654 14.8854
1982000 -25.1363 14.9113
1983000 -25.3422 15.3705
1984000 -26.1075 15.5334
1985000 -25.8938 16.009
1986000 -25.3373 15.535
1987000 -26.2613 15.9412
1988000 -26.6942 16.0823
1989000 -26.6471 16.3915
1990000 -25.7627 14.8285
1991000 -25.1284 15.4869
1992000 -25.322 15.534
1993000 -25.8445 16.7138
1994000 -26.1445 16.3672
1995000 -24.9878 16.3352
1996000 -25.9506 16.5828
1997000 -25.6412 16.9328
1998000 -25.7849 16.4089
1999000 -25.846 15.8726
2000000 -24.4835 15.8809
